"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",32.29988,
"GBR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",32.7987,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1970",47.578039176,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1971",45.527421847,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1972",45.677794733,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1973",46.378726414,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1974",44.422234328,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1975",39.855414721,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1976",36.550301936,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1977",35.78836762,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1978",37.474868762,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1979",38.295239524,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1980",36.688585971,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1981",35.426812299,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1982",35.659619489,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1983",34.567281919,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1984",35.081526592,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1985",35.120114368,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1986",34.938506319,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1987",34.512954388,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1988",34.045729488,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1989",33.730659166,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1990",32.744955954,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1991",31.075478051,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1992",29.9466794,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1993",28.719019259,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1994",28.079718536,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1995",28.192834913,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1996",27.218410885,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1997",26.919070154,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",27.035294221,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","1999",26.089728423,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2000",26.280313829,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",25.639645899,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",24.379099435,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",24.124467087,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",23.358740969,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",22.0639582,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",21.718084024,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",21.634780707,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",21.857869108,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",20.686295954,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",19.231436918,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",18.246005203,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",17.783882784,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",17.482014388,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",17.382742571,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",17.101551481,
"GBR","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",16.839736933,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",63.2,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",63,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",62.3,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",61.8,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",60.1,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",59.5,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",58.3,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",58.3,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",57.4,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",57.2,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",56,
"USA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2016",56,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1973",38.110403397,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1974",39.100684262,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1975",37.63003166,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1976",37.755972696,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1977",38.224852071,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1978",38.972477064,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1979",37.641950568,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1980",36.552151037,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1981",35.174000575,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1982",34.724091521,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1983",34.286450283,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1984",33.432171979,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1985",32.978219697,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1986",32.190214906,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1987",31.022222222,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1988",30.069174233,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1989",29.36357908,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1990",28.455449564,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1991",26.571091909,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1992",25.057736721,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1993",23.876404494,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1994",23.884514436,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1995",24.579985391,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1996",23.823948681,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1997",23.786491622,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",23.745819398,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","1999",23.462783172,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2000",23.088923557,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",23.582089552,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",22.091310751,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",20.575539568,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",19.635343619,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",18.975069252,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",19.246298789,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",19.843342037,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",20.050125313,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",19.78021978,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",18.810679612,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",17.788461538,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",19.086651054,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",17.906976744,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",17.451205511,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",18.882681564,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",18.142076503,
"USA","WAGEGAP","EMPLOYEE","PC_PNT","A","2017",18.172157279,
"BGR","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",13.095606436,
"BGR","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",1.3793103448,
"BGR","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",6.9343065693,
"BGR","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",4.0625,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",14.285714286,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","2000",6.0729,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",1.6831838918,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",5.5555555556,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",9.0909090909,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",16,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",10.666666667,
"CHL","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",21.052631579,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",1.3393170184,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",1.7396907216,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",3.3846751713,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",6.4305555556,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",3.5348084188,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",8.1979467756,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",7.1428571429,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",9.6,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",11.141715728,
"COL","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",7.0917506686,
"CRI","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",0,
"CRI","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",4.6306818182,
"CRI","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",0.5524861878,
"CRI","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",0,
"CRI","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",5.1497005988,
"CRI","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",3.7037037037,
"CRI","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",1.7857142857,
"HRV","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",3.8323353293,
"CYP","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",31.399946315,
"CYP","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",30.26689381,
"CYP","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",24.600990644,
"CYP","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",13.409234662,
"EST","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",25.000651941,
"EST","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",29.6875,
"EST","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",27.797833935,
"EST","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",28.339350181,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",28.065758294,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",24.807236062,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",25.23364486,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",25.169773154,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",22.93255132,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",22.076968273,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",21.278109878,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",20.393019101,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",20.146276596,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",20.084232693,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",20.916107807,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",19.475,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",18.219461698,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",18.882511421,
"ISR","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",19.275180062,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",17.95977,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",23.37753,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",24.93694,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",22.8209,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",19.03423,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",22.38386,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",20.56173,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",20.85689,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",18.92838,
"LVA","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",21.35451,
"LVA","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",18.919555573,
"LVA","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",10.991957105,
"LVA","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",19.055649241,
"LVA","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",21.122994652,
"LTU","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",14.631356373,
"LTU","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",15.952380952,
"LTU","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",10.642570281,
"LTU","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",12.479740681,
"MLT","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",13.555733265,
"MLT","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",7.4407195421,
"MLT","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",7.0678796361,
"MLT","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",8.9894606324,
"ROU","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",15.604151223,
"ROU","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",9.5419847328,
"ROU","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",9.6317280453,
"ROU","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",1.5463917526,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2004",28.55167,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",29.83193,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",29.04448,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",28.61247,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",27.70613,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",29.5369,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",32.83021,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",33.93264,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",31.09319,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",30.99979,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",30.46666,
"SVN","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",32.06516,
"SVN","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",9.4052412234,
"SVN","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",7.2205736894,
"SVN","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",0.9917355372,
"SVN","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",4.9962714392,
"SRB","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",37.70517,
"SRB","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",37.70517,
"EU28","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",20.285714286,
"EU28","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",18.909090909,
"EU28","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",19.126566923,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","1995",19.2289126701081,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","1996",19.2499317240483,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","1997",18.5973562111324,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",18.3343643102331,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","1999",17.9950694932194,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2000",17.6737732345437,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",17.5109737265526,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",17.0104112426737,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",16.332554274292,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",16.0985119494689,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",15.6075281090501,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",15.25931656425,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",15.3328973085859,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",15.2802474812629,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",14.8639134327788,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",14.4534440525001,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",14.3439035544128,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",14.2353700151542,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",14.2834362410227,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",14.2351429670489,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",14.2554439715556,
"OECD","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",13.8922071020086,
